Date,Ventilators - Total Capacity,Ventilators in Use - Total,Ventilators in Use - COVID-19,Ventilators in Use - COVID-19 Patients,Ventilators in Use - COVID-19 PUI,Ventilators in Use - Non-COVID-19,Ventilators Available - Total,Ventilators Available - Hospital,Ventilators Available - EAMC Cache,Ventilator Surge Capacity,ICU Beds - Total Capacity,ICU Beds - Adult,ICU Beds - Pediatric,ICU Beds in Use - Total,ICU Beds in Use - COVID-19,ICU Beds in Use - COVID-19 Patients,ICU Beds in Use - COVID-19 PUI,ICU Beds in Use - Non-COVID-19,ICU Beds Available - Total,ICU Beds Available - Adult,ICU Beds Available - Pediatric,ICU Beds Surge Capacity - Adult,ICU Beds Surge Capacity - Pediatric,Acute Non-ICE Beds - Total Capacity,Acute Non-ICU Beds in Use - Total,Acute Non-ICU Beds in Use - COVID-19,Acute Non-ICU Beds in Use - COVID-19 Patients,Acute Non-ICU Beds in Use - COVID-19 PUI,Acute Non-ICU Beds in Use- Non-COVID-19,Acute Non-ICU Beds Available - Total,Combined Hospital Beds in Use - COVID-19,Daily Update PDF,Date,Cases - Total,Deaths - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity
05/02/2020,1924,1068,342,322,20,726,856,806,50,260,1357,1143,214,1090,478,428,50,612,267,201,66,83,14,7467,5560,1134,,,4426,1907,1612,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/02/2020,704,50,24,141,119,152,137,76,39,16,0,340,360,4,341,9,103,52,22,177,0,0,0,1,9,14,11,15,0,20,30,0,11,3,24,11,1,0
05/03/2020,1922,1049,330,315,15,719,873,823,50,261,1357,1143,214,1097,486,440,46,611,260,186,74,67,25,7467,5658,1167,,,4491,1809,1653,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/03/2020,452,42,10,98,74,75,79,61,28,27,0,204,236,12,186,8,101,36,20,101,0,0,0,2,4,12,12,12,0,19,23,0,19,0,15,7,1,0
05/04/2020,2023,1041,331,315,16,710,982,932,50,367,1358,1144,214,1059,494,442,52,565,299,240,59,86,10,7476,5694,1181,,,4513,1782,1675,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/04/2020,1126,49,59,216,223,241,177,114,54,42,0,559,547,20,511,24,175,97,42,277,0,1,0,0,4,10,16,18,0,23,26,0,17,2,20,9,1,0
05/05/2020,2071,1029,332,313,19,697,1042,992,50,353,1435,1205,230,1124,462,416,46,662,311,240,71,94,28,7502,5665,1120,,,4545,1837,1582,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/05/2020,1078,57,52,204,203,218,202,121,50,28,0,543,491,44,476,16,146,87,50,303,0,1,1,1,0,11,16,27,0,26,31,0,16,5,20,15,0,1
05/06/2020,2137,1117,321,303,18,796,1020,970,50,301,1431,1201,230,1120,480,442,38,640,311,238,73,102,28,7576,5937,1191,,,4746,1639,1671,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/06/2020,964,44,55,188,161,210,165,96,51,38,0,465,463,36,454,12,136,82,37,243,0,0,1,3,5,11,9,15,0,15,29,0,12,5,14,12,0,1
05/07/2020,1985,625,327,306,21,298,1360,1310,50,341,1437,1207,230,1176,472,436,36,704,261,211,50,96,4,7577,5905,1170,920,250,4735,1672,1642,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/07/2020,932,48,58,180,191,172,146,115,38,32,0,477,444,11,420,9,118,82,47,256,0,0,1,2,8,14,9,14,0,20,28,0,16,3,20,8,0,1
05/08/2020,2067,660,328,311,17,332,1407,1357,50,220,1427,1197,230,1167,476,424,52,691,260,217,43,68,13,7591,5963,1231,936,295,4732,1628,1707,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/08/2020,924,43,52,168,192,194,153,87,44,34,0,439,464,21,430,14,120,73,43,244,0,0,0,1,4,13,11,14,0,20,23,0,15,0,16,12,0,0
05/09/2020,2076,791,329,306,23,462,1285,1235,50,193,1427,1197,230,1132,494,426,68,638,295,234,61,76,24,7591,5869,1075,815,260,4794,1722,1569,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/09/2020,522,50,34,104,101,99,89,54,28,13,0,262,256,4,243,9,88,36,17,129,0,0,0,3,6,6,11,24,0,22,28,0,24,3,14,8,1,0
05/10/2020,2094,812,322,302,20,490,1282,1232,50,267,1427,1197,230,1146,496,438,58,650,281,209,72,116,23,7591,5813,1069,767,302,4744,1778,1565,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/10/2020,305,39,17,58,52,65,42,40,14,17,0,139,165,1,120,7,61,37,14,66,0,0,1,3,2,11,8,14,0,15,24,0,14,2,15,7,1,0
05/11/2020,2115,739,330,306,24,409,1376,1326,50,296,1436,1206,230,1176,492,437,55,684,260,210,50,297,2,7593,5790,1237,929,308,4553,1803,1729,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/11/2020,1010,40,61,204,198,192,142,115,68,30,0,506,485,19,513,13,145,79,29,231,0,0,1,3,6,5,6,19,0,15,25,0,16,0,17,7,0,0
05/12/2020,2098,777,336,317,19,441,1321,1271,50,504,1407,1177,230,1176,503,439,64,673,231,176,55,277,4,7601,5885,1213,876,337,4672,1716,1716,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/12/2020,939,46,64,177,177,182,161,93,49,36,0,487,447,5,435,11,155,90,20,228,0,0,4,2,4,10,7,19,0,12,34,0,20,2,19,5,0,0
05/13/2020,2106,756,325,304,21,431,1350,1300,50,322,1407,1177,230,1173,474,425,49,699,234,185,49,292,22,7612,5937,1188,851,337,4749,1675,1662,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/13/2020,870,43,56,186,166,159,136,95,40,32,0,444,419,7,408,12,119,68,25,238,0,0,2,3,4,13,9,12,0,15,28,0,17,4,13,7,1,1
05/14/2020,2117,781,322,295,27,459,1336,1286,50,312,1412,1182,230,1168,456,397,59,712,244,202,42,117,20,7593,6043,1219,869,350,4824,1550,1675,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/14/2020,767,43,48,167,150,130,107,93,43,29,0,392,360,15,316,12,150,69,36,184,1,0,4,1,4,5,7,21,0,20,23,0,13,4,20,5,1,0
05/15/2020,2117,707,310,284,26,397,1410,1360,50,298,1487,1257,230,1204,446,394,52,758,283,241,42,84,20,7702,6013,1148,833,315,4865,1689,1594,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/15/2020,986,50,81,188,203,172,141,100,65,36,0,545,430,11,442,11,162,80,35,256,0,0,2,1,7,14,12,14,0,16,34,0,19,0,12,17,2,0
05/16/2020,2137,800,285,258,27,515,1337,1287,50,216,1495,1265,230,1185,425,375,50,760,310,265,45,31,2,7875,6017,1099,756,343,4918,1858,1524,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/16/2020,505,29,35,105,86,92,75,58,33,21,0,275,223,7,198,11,91,48,16,141,0,0,1,3,0,6,5,14,0,9,20,0,9,1,13,6,0,0
05/17/2020,2162,748,292,267,25,456,1414,1364,50,184,1514,1283,231,1133,432,374,58,701,381,315,66,69,2,7872,5939,1063,754,309,4876,1933,1495,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/17/2020,328,41,17,56,57,37,64,45,22,30,0,158,168,2,135,6,67,31,14,75,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0
05/18/2020,2227,801,290,260,30,511,1426,1376,50,,1515,1284,231,1113,440,376,64,673,402,332,70,,,8196,6027,1148,752,396,4879,2169,1588,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/18/2020,940,33,64,233,153,188,147,84,46,24,1,493,434,13,417,10,142,67,35,269,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0
05/19/2020,2191,787,278,255,23,509,1404,1354,50,,1361,1166,195,930,420,350,70,510,431,356,75,,,7530,5522,1091,741,350,4431,2008,1511,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/19/2020,884,27,77,213,174,145,126,80,40,27,2,444,434,6,402,12,136,69,40,225,0,1,1,3,6,5,6,5,0,8,19,0,10,2,11,3,0,1
05/20/2020,2231,772,265,249,16,507,1459,1409,50,,1265,1100,165,890,419,361,58,471,375,312,63,,,7588,5603,1047,707,340,4556,1985,1466,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/20/2020,768,29,56,207,131,138,106,75,37,16,2,397,360,11,349,4,138,58,23,196,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0
05/21/2020,2216,729,273,252,21,456,1487,1437,50,,1258,1093,165,911,420,361,59,491,347,282,65,,,7592,5583,992,646,346,4591,2009,1412,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/21/2020,797,34,71,179,134,121,123,76,51,42,0,414,366,17,358,22,127,48,28,214,0,0,1,0,3,13,11,6,0,14,20,0,15,1,6,11,1,0
05/22/2020,2214,668,275,251,24,393,1546,1496,50,,1260,1095,165,847,407,356,51,440,413,346,67,,,7599,5554,982,646,336,4572,2045,1389,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/22/2020,709,34,60,153,136,123,106,73,35,23,0,366,335,8,333,10,137,60,26,143,0,0,0,0,6,9,8,11,0,16,18,0,10,2,14,8,0,0
05/23/2020,2211,754,270,254,16,484,1457,1407,50,,1260,1095,165,876,398,345,53,478,384,332,52,,,7597,5340,909,591,318,4431,2257,1307,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/23/2020,322,27,31,63,57,53,53,35,18,12,0,172,148,2,119,7,65,31,11,89,0,0,1,1,2,3,8,12,0,14,13,0,8,0,9,10,0,0
05/24/2020,2206,758,273,254,19,485,1448,1398,50,,1260,1095,165,865,415,360,55,450,395,347,48,,,7597,5310,912,594,318,4398,2287,1327,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/24/2020,281,27,17,56,42,49,33,47,22,15,0,149,131,1,113,3,47,18,13,87,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0
05/25/2020,2197,714,261,241,20,453,1483,1433,50,,1260,1095,165,866,401,343,58,465,394,347,47,,,7597,5553,949,614,335,4604,2044,1350,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/25/2020,252,21,7,35,33,40,43,50,27,17,0,121,127,4,71,6,63,40,3,69,0,0,1,0,3,3,7,7,0,10,11,0,5,0,9,6,1,0
05/26/2020,2213,677,261,240,21,416,1536,1486,50,,1281,1116,165,884,411,352,59,473,397,349,48,,,7604,5433,964,637,327,4469,2171,1375,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/26/2020,734,22,60,161,127,135,119,73,39,20,0,381,345,8,340,12,104,55,36,187,0,0,0,0,2,8,8,4,0,7,15,0,6,1,12,3,0,0
05/27/2020,2212,615,239,219,20,376,1597,1547,50,,1298,1132,166,900,398,336,62,502,398,348,50,,,7702,5623,935,614,321,4688,2079,1333,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/27/2020,588,25,66,120,96,109,83,61,32,21,0,303,273,12,278,9,95,46,19,141,0,0,2,1,1,6,7,8,0,9,16,0,10,1,9,5,0,0
05/28/2020,2214,699,250,230,20,449,1515,1465,50,,1326,1160,166,858,385,323,62,473,468,397,71,,,7768,5762,872,548,324,4890,2006,1257,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/28/2020,508,22,41,106,87,94,67,61,28,24,0,250,251,7,203,7,106,55,16,121,0,0,0,1,4,2,4,11,0,11,11,0,10,0,7,5,0,0
05/29/2020,2194,709,240,228,12,469,1485,1435,50,,1326,1160,166,890,360,316,44,530,436,384,52,,,7781,5490,822,527,295,4668,2291,1182,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/29/2020,460,19,32,120,69,83,74,41,18,23,0,248,207,5,188,11,77,29,20,135,0,0,0,1,3,4,7,4,0,12,7,0,6,0,10,2,1,0
05/30/2020,2216,697,235,223,12,462,1519,1469,50,,1312,1146,166,874,373,318,55,501,438,367,71,,,7774,5471,776,508,268,4695,2303,1149,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/30/2020,231,19,23,51,38,39,40,23,11,6,0,125,104,2,87,3,45,17,8,71,0,0,0,1,1,7,5,5,0,9,10,0,10,0,4,4,1,0
05/31/2020,2213,671,231,218,13,440,1542,1492,50,,1309,1141,168,876,353,292,61,523,433,377,56,,,7772,5469,752,496,256,4717,2303,1105,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.05.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,05/31/2020,120,22,16,29,19,22,11,13,5,5,0,59,60,1,38,1,36,5,1,39,0,0,0,3,1,4,7,7,0,10,12,0,7,0,10,5,0,0
06/01/2020,2204,644,223,205,18,421,1560,1510,50,,1234,1069,165,770,345,286,59,425,464,394,70,,,7773,5501,772,495,277,4729,2272,1117,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/01/2020,233,19,21,52,34,32,34,17,18,25,0,134,98,1,77,10,47,24,14,61,0,0,0,0,2,4,3,10,0,12,7,0,5,1,9,3,0,1
06/02/2020,2207,675,212,200,12,463,1532,1482,50,,1227,1061,166,763,332,281,51,431,464,395,69,,,7768,5351,797,502,295,4554,2417,1129,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/02/2020,247,23,14,33,43,45,32,34,20,26,0,114,110,23,76,9,49,18,12,83,0,0,0,0,3,3,4,13,0,12,11,0,14,2,4,3,0,0
06/03/2020,2206,649,232,212,20,417,1557,1507,50,,1313,1134,179,842,338,279,59,504,471,398,73,,,7776,5452,818,498,320,4634,2324,1156,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/03/2020,275,20,24,59,46,39,43,31,18,15,0,149,125,1,98,3,66,22,21,65,0,2,0,0,0,1,8,9,0,9,11,0,8,0,7,5,0,0
06/04/2020,2207,638,216,198,18,422,1569,1519,50,,1320,1141,179,826,312,269,43,514,494,413,81,,,7764,5314,721,437,284,4593,2450,1033,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/04/2020,282,14,21,81,55,49,34,24,9,8,1,142,135,5,102,5,63,20,8,84,0,0,2,1,0,6,4,1,0,5,9,0,6,1,7,0,0,0
06/05/2020,2199,703,211,193,18,492,1496,1446,50,,1320,1141,179,819,331,278,53,488,501,428,73,,,7776,5059,691,417,274,4368,2717,1022,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/05/2020,311,18,35,64,61,44,47,30,19,10,1,161,147,3,146,4,43,24,11,83,0,0,0,0,3,1,9,5,0,10,8,0,5,0,7,6,0,0
06/06/2020,2213,738,187,170,17,551,1475,1425,50,,1320,1141,179,769,284,228,56,485,551,462,89,,,7776,5212,646,420,226,4566,2564,930,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/06/2020,164,20,18,33,21,35,26,19,8,4,0,84,79,1,74,1,24,17,7,41,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0
06/07/2020,2178,699,185,169,16,514,1479,1429,50,,1320,1141,179,800,280,226,54,520,520,452,68,,,7776,5231,607,368,239,4624,2545,887,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/07/2020,109,17,2,29,29,15,13,9,7,5,0,52,57,0,41,2,20,10,4,32,0,0,1,2,1,7,1,5,0,5,12,0,9,0,6,2,0,0
06/08/2020,2179,596,197,155,42,399,1583,1533,50,,1327,1148,179,741,300,245,55,441,586,476,110,,,7868,5176,707,390,317,4469,2692,1007,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/08/2020,218,15,11,47,37,42,34,21,15,11,0,113,99,6,85,3,35,26,12,57,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0
06/09/2020,2178,616,177,167,10,439,1562,1512,50,,1288,1109,179,739,281,228,53,458,549,444,105,,,7831,5298,611,357,254,4687,2533,892,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/09/2020,225,20,15,42,29,41,42,34,12,10,0,108,113,4,76,4,31,30,12,72,0,0,0,1,6,4,3,6,0,5,15,0,10,0,7,3,0,0
06/10/2020,2213,707,176,161,15,531,1506,1456,50,,1308,1129,179,803,259,202,57,544,505,438,67,,,7940,5427,649,375,274,4778,2513,908,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/10/2020,207,9,8,48,39,27,33,26,18,8,0,113,88,6,63,3,37,25,9,70,0,0,1,1,2,0,4,1,0,3,6,0,4,1,4,0,0,0
06/11/2020,2197,672,174,162,12,498,1525,1475,50,,1303,1132,171,783,244,209,35,539,520,442,78,,,7969,5311,607,349,258,4704,2658,851,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/11/2020,180,9,16,56,25,25,30,16,9,3,0,92,83,5,69,4,22,17,3,65,0,0,0,1,1,1,2,4,0,4,5,0,3,1,3,2,0,0
06/12/2020,2191,641,161,149,12,480,1550,1500,50,,1303,1132,171,806,217,190,27,589,497,441,56,,,7947,5269,591,326,265,4678,2678,808,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/12/2020,199,20,16,50,33,39,27,16,9,9,0,113,82,4,82,1,29,13,11,63,0,0,1,0,3,7,6,3,0,9,11,0,9,0,8,3,0,0
06/13/2020,2197,645,146,133,13,499,1552,1502,50,,1301,1130,171,790,219,182,37,571,511,464,47,,,7929,5199,474,262,212,4725,2730,693,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/13/2020,122,17,13,28,18,16,19,14,8,6,0,67,55,0,39,0,18,16,12,37,0,0,0,0,3,4,5,5,0,10,7,0,3,1,6,7,0,0
06/14/2020,2197,740,142,127,15,598,1457,1407,50,,1301,1130,171,763,215,177,38,548,538,486,52,,,7930,5232,445,217,228,4787,2698,660,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/14/2020,90,11,6,22,18,15,16,6,2,5,0,43,47,0,26,1,20,3,5,35,0,0,0,1,1,2,2,5,0,5,6,0,5,0,2,4,0,0
06/15/2020,2220,660,152,136,16,508,1560,1510,50,,1304,1133,171,737,211,161,50,526,567,499,68,,,7937,5057,514,259,255,4543,2880,725,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/15/2020,192,19,28,41,36,31,26,21,8,0,1,102,84,6,62,5,34,11,7,73,0,0,0,1,1,2,4,11,0,8,11,0,4,3,4,8,0,0
06/16/2020,2208,678,147,132,15,531,1530,1480,50,,1297,1126,171,775,205,164,41,570,522,465,57,,,7967,5359,520,270,250,4839,2608,725,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/16/2020,180,11,16,49,30,31,28,18,3,5,0,96,82,2,56,2,37,14,6,65,0,1,0,2,4,1,1,2,0,5,6,0,9,0,1,1,0,0
06/17/2020,2201,693,131,107,24,562,1508,1458,50,,1289,1118,171,801,205,157,48,596,488,436,52,,,7967,5453,469,246,223,4984,2514,674,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/17/2020,150,18,10,41,23,22,18,17,10,9,0,67,81,2,43,2,28,24,5,48,0,0,0,2,3,5,5,3,0,9,9,0,9,1,3,5,0,0
06/18/2020,2201,649,127,112,15,522,1552,1502,50,,1289,1118,171,779,188,146,42,591,510,464,46,,,7967,5476,513,267,246,4963,2491,701,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/18/2020,113,12,7,24,20,22,20,8,5,7,0,60,53,0,37,0,21,18,6,31,0,0,1,1,0,4,3,3,0,6,6,0,6,0,5,1,0,0
06/19/2020,2168,571,118,97,21,453,1597,1547,50,,1292,1121,171,817,163,131,32,654,475,439,36,,,7967,5524,501,254,247,5023,2443,664,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/19/2020,133,13,13,40,25,14,21,15,3,2,0,71,62,0,40,1,33,13,8,38,0,0,0,1,4,1,2,5,0,6,7,0,5,0,3,5,0,0
06/20/2020,2167,613,92,81,11,521,1554,1504,50,,1292,1121,171,737,163,124,39,574,555,504,51,,,7963,5450,471,231,240,4979,2513,634,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/20/2020,72,7,11,17,9,13,11,3,4,3,1,42,30,0,34,1,9,14,6,8,0,0,1,0,1,2,1,2,0,2,5,0,6,0,1,0,0,0
06/21/2020,2185,664,87,73,14,577,1521,1471,50,,1292,1121,171,817,162,117,45,655,475,423,52,,,7963,5001,429,214,215,4572,2962,591,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/21/2020,9,0,1,1,2,2,1,1,1,0,0,7,2,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/22/2020,2183,603,98,81,17,505,1580,1530,50,,1288,1117,171,755,164,118,46,591,533,481,52,,,7963,5196,498,232,266,4698,2767,662,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/23/2020,2184,552,98,80,18,454,1632,1582,50,,1288,1117,171,774,152,106,46,622,514,468,46,,,7963,5427,500,260,240,4927,2536,652,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.06.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf,06/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
